Project Name,Package Name,Type Name,Method Name,Code Smell
ant-rel-1.8.0,org.apache.tools.ant,Main,addBuildListeners,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Main,printUsage,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Main,printTargets,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,Main,printTargets,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,Main,printTargets,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,NoBannerLogger,messageLogged,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,PathTokenizer,nextToken,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,PathTokenizer,nextToken,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,PathTokenizer,nextToken,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,Project,executeSortedTargets,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,Project,executeSortedTargets,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Project,copyFile,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,Project,copyFile,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,Project,getProject,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,Project,topoSort,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,Project,tsort,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,Project,getReference,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,Project,setProjectReference,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelper,parse,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelper,addText,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelper,genComponentName,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelper,addLocationToBuildException,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelperRepository,collectProjectHelpers,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelperRepository,getProjectHelperBySystemProperty,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectHelperRepository,newHelper,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyName,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,evaluate,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,setPropertyHook,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,setProperty,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyStringDefault,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyStringDefault,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyStringDefault,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyStringDefault,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,parsePropertyStringDefault,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,PropertyHelper,toBoolean,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,RuntimeConfigurable,maybeConfigure,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,RuntimeConfigurable,applyPreSet,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,Target,parseDepends,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Target,parseDepends,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Target,addDependency,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,Target,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,Target,execute,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,TaskAdapter,checkTaskClass,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,TaskAdapter,execute,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,TaskAdapter,execute,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,UnknownElement,handleChildren,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,UnknownElement,makeObject,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,UnknownElement,handleChild,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,UnknownElement,similar,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,XmlLogger,messageLogged,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,XmlLogger,messageLogged,Missing default
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderDelegationTest,testFindResources,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderDelegationTest,testFindResources,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderDelegationTest,testFindIsolateResources,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderTest,testCleanup,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderTest,testCleanup,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,AntClassLoaderTest,testCleanup,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,assertLogNotContaining,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,assertOutputContaining2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,assertOutputNotContaining,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,assertDebuglogContaining,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,expectSpecificBuildException,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,expectBuildExceptionContaining,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,messageLogged,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,BuildFileTest,messageLogged,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,AntTestListener,messageLogged,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,AntTestListener,messageLogged,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,CaseTest,testTaskCase,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,DefaultLoggerTest,testThrowableMessage,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,test2,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,test3,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,test2ButCaseInsensitive,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testPatternsDifferInCaseScanningSensitive,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testPatternsDifferInCaseScanningInsensitive,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testParentDiffersInCaseScanningSensitive,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testParentDiffersInCaseScanningInsensitive,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testSetFollowLinks,Complex Method
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testSetFollowLinks,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testSetFollowLinks,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testSetFollowLinks,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testChildrenOfExcludedDirectory,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testIsExcludedDirectoryScanned,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testIsExcludedDirectoryScanned,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testAbsolute1,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testAbsolute3,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testAbsolute4,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testRecursiveExcludes,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,DirectoryScannerTest,testRecursiveExcludes,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,ExecutorTest,testDefaultExecutor,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,ExecutorTest,testSingleCheckExecutor,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,ExecutorTest,testIgnoreDependenciesExecutor,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,ExecutorTest,testKeepGoingDefault,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,ExecutorTest,testKeepGoingIgnoreDependencies,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testParseErrorInIncluding,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testTaskErrorInIncluding,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testTaskErrorInIncluding,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testParseErrorInIncluded,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testTaskErrorInIncluded,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IncludeTest,testTaskErrorInIncluded,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAddText,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAddTextMethod,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testElementCreators,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetNestedElementMap,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testAttributeSetters,Long Method
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMap,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Empty catch clause
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetAttributeMethod,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,assertAttrMethod,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setEight,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setNine,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setSeventeen,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setEightteen,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setNineteen,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setNineteen,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,setNineteen,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetExtensionPoints,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,testGetExtensionPoints,Magic Number
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,assertExtMethod,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,IntrospectionHelperTest,assertMethod,Long Parameter List
ant-rel-1.8.0,org.apache.tools.ant,LoaderRefTest,testBadRef,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectTest,assertEqualsIgnoreDriveCase,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant,ProjectTest,testAddTaskDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectTest,testAddTaskDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectTest,testAddTaskDefinition,Long Statement
ant-rel-1.8.0,org.apache.tools.ant,ProjectTest,testOutputDuringMessageLoggedIsSwallowed,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.dispatch,DispatchUtils,execute,Complex Conditional
ant-rel-1.8.0,org.apache.tools.ant.dispatch,DispatchUtils,execute,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,ClassConstants,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,ConcatFilter,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,ConcatFilter,initialize,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,initInternalFilters,Long Statement
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,push,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,FixCrLfFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,SimpleFilterReader,push,Magic Number
ant-rel-1.8.0,org.apache.tools.ant.filters,MaskJavaTabLiteralsFilter,read,Complex Method
ant-rel-1.8.0,org.apache.tools.ant.filters,MaskJavaTabLiteralsFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,MaskJavaTabLiteralsFilter,read,Missing default
ant-rel-1.8.0,org.apache.tools.ant.filters,MaskJavaTabLiteralsFilter,read,Missing default
